# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2581906437
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                          
# ........  ..............  ..............................  ................................................................................................................................................................................................
#
     0.03%  progetto        liballegro.so.5.2.9             [.] al_malloc_with_context
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000305bf0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000016fa20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302bec
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d160
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030cf6f
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051205
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000013096e
     0.03%  progetto        [kernel.kallsyms]               [k] call_function_single_prep_ipi
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017759
     0.03%  progetto        [kernel.kallsyms]               [k] __lruvec_stat_mod_folio
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015da42
     0.03%  progetto        libc.so.6                       [.] __isoc99_fscanf
     0.03%  progetto        progetto                        [.] al_draw_textf@plt
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e2fe5
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_agp_addr
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c06
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b04
     0.03%  progetto        liballegro.so.5.2.9             [.] al_flip_display
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003dbc
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7f9c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154db2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bff5b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bbd6f
     0.03%  progetto        [kernel.kallsyms]               [k] mod_memcg_lruvec_state
     0.03%  progetto        [kernel.kallsyms]               [k] insert_pfn
     0.03%  progetto        [kernel.kallsyms]               [k] __copy_msghdr
     0.03%  progetto        [kernel.kallsyms]               [k] update_load_avg
     0.03%  progetto        [kernel.kallsyms]               [k] security_socket_sendmsg
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000446d7
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __cond_resched
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __update_load_avg_se
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] psi_group_change
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] sched_clock_noinstr
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000151d80
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092e150
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d18e4
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000153527
     0.03%  progetto        libGLX.so.0.0.0                 [.] getpid@plt
     0.03%  progetto        [kernel.kallsyms]               [k] hrtimer_start_range_ns
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060b2d0
     0.03%  progetto        libc.so.6                       [.] __GI___libc_cleanup_push_defer
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012c114
     0.03%  progetto        [kernel.kallsyms]               [k] seq_put_hex_ll
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000042f0
     0.03%  progetto        libc.so.6                       [.] __rawmemchr@plt
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_getpid
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090aa74
     0.03%  progetto        [kernel.kallsyms]               [k] native_read_msr
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000303ac8
     0.03%  progetto        liballegro.so.5.2.9             [.] glViewport@plt
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050764
     0.03%  progetto        progetto                        [.] __gnu_cxx::__normal_iterator<Shape*, std::vector<Shape, std::allocator<Shape> > >::operator++()
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000231e7c
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000be40
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000907457
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172ea9
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fc0
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a01
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c3d6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668d50
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bf94b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b8a4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066c169
     0.02%  progetto        [kernel.kallsyms]               [k] nohz_balance_exit_idle
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] sincosf@plt
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f59
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e75f
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004061
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030d235
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000906ff1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000167efa
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc400
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0838
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511e2
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000bccb6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015dfb0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba2c1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000c95c8
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003dba
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000368cdf
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7f56
     0.02%  progetto        [kernel.kallsyms]               [k] cyc2ns_read_begin
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000902546
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512a4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066f5a3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001305c8
     0.02%  progetto        [kernel.kallsyms]               [k] path_openat
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004196
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000409a
     0.02%  progetto        [kernel.kallsyms]               [k] build_open_flags
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003df0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000125610
     0.02%  progetto        progetto                        [.] __gnu_cxx::__normal_iterator<Shape*, std::vector<Shape, std::allocator<Shape> > >::__normal_iterator(Shape* const&)
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c760
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cde0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fcd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cc51
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000304542
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x000000000001a062
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051172
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] entry_SYSCALL_64_after_hwframe
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015ee1c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030fc8a
     0.02%  progetto        liballegro.so.5.2.9             [.] glTexCoordPointer@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012fbdd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001308ab
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000ba01c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003f6c79
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8088
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000036e94
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012d54a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001542cc
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000ca7200
     0.02%  progetto        libxshmfence.so.1.0.0           [.] xshmfence_reset
     0.02%  progetto        [kernel.kallsyms]               [k] apic_ack_irq
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_report_moved_bytes
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001715b8
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005119c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b5b
     0.02%  progetto        [kernel.kallsyms]               [k] sched_clock
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008be310
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d134
     0.02%  progetto        [kernel.kallsyms]               [k] string_escape_mem
     0.02%  progetto        [kernel.kallsyms]               [k] filp_flush
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030fce3
     0.02%  progetto        liballegro.so.5.2.9             [.] _al_xwin_background_thread
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000bf98
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130ceb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001919e0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac1c0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000d0ce3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302cb1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ffd2f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003f6bb0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066c014
     0.02%  progetto        [kernel.kallsyms]               [k] filename_lookup
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] _al_opengl_set_blender@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090aa21
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __pmu_ctx_sched_out
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __srcu_read_lock
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_gpu_offset
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_entity_select_rq
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] perf_pmu_nop_void
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] ttm_bo_move_to_lru_tail
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000037758d
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e82b7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d29f0
     0.02%  progetto        [kernel.kallsyms]               [k] do_iter_readv_writev
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036ca3d
     0.02%  progetto        [kernel.kallsyms]               [k] pid_task
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041c4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154fc0
     0.02%  progetto        [kernel.kallsyms]               [k] expand_files
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090b714
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000ec80
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003c0220
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000231e40
     0.02%  progetto        [kernel.kallsyms]               [k] skb_copy_datagram_from_iter
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000171440
     0.02%  progetto        [kernel.kallsyms]               [k] hook_file_open
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000014180
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfbc8
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003cd0
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005af64
     0.02%  progetto        [kernel.kallsyms]               [k] __fdget_raw
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000b974b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012ca90
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d2ff9
     0.02%  progetto        [kernel.kallsyms]               [k] do_sys_openat2
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000bce22
     0.02%  progetto        [kernel.kallsyms]               [k] perf_ibs_start
     0.02%  progetto        [kernel.kallsyms]               [k] rb_insert_color
     0.02%  progetto        [kernel.kallsyms]               [k] nr_iowait
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e40
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_list_entry_cmp
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd53b5
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029af
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017750
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c195
     0.02%  progetto        libc.so.6                       [.] __memset_chk_avx2_unaligned_erms
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b34b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba3f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000006660a4
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000014184
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668ca5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c710
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000231d24
     0.02%  progetto        [kernel.kallsyms]               [k] invoke_rcu_core
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfdfa
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6a08
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000017f808
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f40
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000c47fc
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a09
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003775b0
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003ffe
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154edf
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000908394
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __check_heap_object
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_get_pde_for_bo
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000912890
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066aef0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001671bc
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e80cb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008917f4
     0.02%  progetto        [kernel.kallsyms]               [k] sock_def_readable
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d5db
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512d4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090b850
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a2b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003775ce
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __x64_sys_futex
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_job_arm
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] hrtimer_interrupt
     0.02%  progetto        libglapi.so.0.0.0               [.] _glapi_set_dispatch
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036316c
     0.02%  progetto        [kernel.kallsyms]               [k] vmf_insert_pfn_prot
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000906b20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b90f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230d94
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003d90
     0.02%  progetto        [kernel.kallsyms]               [k] rseq_ip_fixup
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022e9c4
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043d2
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c9b0
     0.02%  progetto        libOpenGL.so.0.0.0              [.] glEnable
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x000000000000c642
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004223
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000017e370
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001310c4
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000040e0
     0.02%  progetto:cs0    libc.so.6                       [.] __GI___pthread_disable_asynccancel
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001309ec
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000907469
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512c5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302bc4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002332b9
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdea8
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] xcb_flush@plt
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000514fb
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000011952d
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] slab_update_freelist.constprop.0.isra.0
     0.02%  progetto        [kernel.kallsyms]               [k] _raw_read_lock_irqsave
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001554a0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000368cfe
     0.02%  progetto        [kernel.kallsyms]               [k] access_error
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6556
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022d2d4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000376d00
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001671c7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022c200
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000018faee
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cde43
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051240
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] switch_fpu_return
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092cc81
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000023446c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bf8c4
     0.02%  progetto        [kernel.kallsyms]               [k] drain_stock
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd4f94
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] _find_next_and_bit
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_generation
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000b95c1
     0.02%  progetto        libc.so.6                       [.] __GI___libc_open
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3a0
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000141c4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009068f4
     0.02%  progetto        libc.so.6                       [.] _IO_sputbackc
     0.02%  progetto        libc.so.6                       [.] __mpn_mul_1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c635
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060bb30
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb815
     0.02%  progetto        [kernel.kallsyms]               [k] run_posix_cpu_timers
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_bitmap_format
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e82f8
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f7e4
     0.02%  progetto        liballegro.so.5.2.9             [.] glMatrixMode@plt
     0.02%  progetto        [kernel.kallsyms]               [k] native_irq_return_iret
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __raw_spin_lock_irqsave
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd48c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230f90
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000089139c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000908939
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] newidle_balance
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004180
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051216
     0.02%  progetto        [kernel.kallsyms]               [k] atime_needs_update
     0.02%  progetto        [kernel.kallsyms]               [k] map_id_up
     0.02%  progetto        [kernel.kallsyms]               [k] update_min_vruntime
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc7745
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000663760
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051230
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015ed8c
     0.02%  progetto        [kernel.kallsyms]               [k] cpuacct_charge
     0.02%  progetto        progetto                        [.] fgets@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b302
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000377568
     0.02%  progetto        [kernel.kallsyms]               [k] __hrtimer_next_event_base
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f99b7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b3ff
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130d93
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c77a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172ef0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000654f20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c3d9
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000b6a56
     0.02%  progetto        [kernel.kallsyms]               [k] fput
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_display_flags
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000057bd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd51a0
     0.02%  progetto        [kernel.kallsyms]               [k] getname_flags.part.0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b3e8
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] ___slab_alloc
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_entity_error
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] wake_q_add_safe
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] ww_mutex_lock_interruptible
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f99c1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000018faeb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030fa20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015558a
     0.02%  progetto        [kernel.kallsyms]               [k] simple_copy_to_iter
     0.02%  progetto        [kernel.kallsyms]               [k] wake_affine
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7f23
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043c1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000009c14c
     0.02%  progetto        [kernel.kallsyms]               [k] __lookup_mnt
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_get_current_transform@plt
     0.02%  progetto        [kernel.kallsyms]               [k] iov_iter_init
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090b808
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000666f60
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000663ee0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c06a5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfac1
     0.02%  progetto        libc.so.6                       [.] _IO_new_file_init_internal
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000663904
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003de0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015e816
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8310
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f99b2
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003fd4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092a7e4
     0.02%  progetto        libGLX.so.0.0.0                 [.] glXSwapBuffers
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090a44d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154ea0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060bb3c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000017fd2c
     0.02%  progetto        liballegro.so.5.2.9             [.] al_hold_bitmap_drawing
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302d18
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009133dd
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e4c4
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092f156
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] al_is_bitmap_drawing_held@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bbd68
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000153510
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bbabe
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230fc0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e839a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002336f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302d78
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba369
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004378
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015df59
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030d9d0
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c766
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000b9cd4
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f660
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030cec4
     0.02%  progetto        [kernel.kallsyms]               [k] update_cfs_group
     0.02%  progetto        [kernel.kallsyms]               [k] rb_erase
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002342fe
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c1a9
