# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2534099589
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
# ........  ..............  ..............................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000514e0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b1355
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5588
     0.03%  progetto        [kernel.kallsyms]               [k] arch_proc_pid_thread_features
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022e9fb
     0.03%  progetto        [kernel.kallsyms]               [k] do_writev
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e90
     0.03%  progetto        [kernel.kallsyms]               [k] __lock_task_sighand
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000ca53
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003fd4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009127d8
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] kvmalloc_node
     0.03%  progetto        [kernel.kallsyms]               [k] init_file
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0398
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000907964
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cab9bd
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154da2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003f6eb0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c06
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001305e0
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_poll
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005119c
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005ade8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002336f0
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x000000000001a153
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003713c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b5e
     0.03%  progetto        [kernel.kallsyms]               [k] dnotify_flush
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000377562
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001671b6
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008faa6f
     0.03%  progetto        radeonsi_dri.so                 [.] __memset_chk@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d328
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000665141
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511c2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015df84
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6de0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b890
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000177c1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b8fc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015e844
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015edca
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000023102c
     0.03%  progetto        liballegro.so.5.2.9             [.] sincosf@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac484
     0.03%  progetto        [kernel.kallsyms]               [k] is_vmalloc_addr
     0.03%  progetto        radeonsi_dri.so                 [.] _glapi_set_dispatch@plt
     0.03%  progetto        [kernel.kallsyms]               [k] handle_softirqs
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000018f9cc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090f636
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012c0cf
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7f56
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154cf8
     0.03%  progetto        libxcb.so.1.1.0                 [.] recvmsg@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fc43d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066a177
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d308
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb7ff
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000666bf9
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_job_init
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c428
     0.03%  progetto        [kernel.kallsyms]               [k] page_counter_uncharge
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000018f7f0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001548a0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3e2a
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003e1e
     0.03%  progetto        [kernel.kallsyms]               [k] task_numa_group_id
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154947
     0.03%  progetto        [kernel.kallsyms]               [k] vfs_writev
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe055
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ab1b4
     0.03%  progetto        [kernel.kallsyms]               [k] walk_component
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000362960
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000423e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001525f6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d2a12
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b4ef6
     0.02%  progetto        [kernel.kallsyms]               [k] fd_install
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015df80
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000419b
     0.02%  progetto        [kernel.kallsyms]               [k] current_obj_cgroup
     0.02%  progetto        radeonsi_dri.so                 [.] memcmp@plt
     0.02%  progetto        libOpenGL.so.0.0.0              [.] glLoadMatrixf
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001307ed
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd60a8
     0.02%  progetto        [kernel.kallsyms]               [k] local_clock_noinstr
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] dma_fence_chain_walk
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] rseq_get_rseq_cs
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050661
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e838b
     0.02%  progetto        libc.so.6                       [.] __mempcpy@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668110
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154f6d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cd88
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000908c69
     0.02%  progetto        libxcb.so.1.1.0                 [.] pthread_cond_broadcast@plt
     0.02%  progetto        [kernel.kallsyms]               [k] aa_audit_file
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7ed0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd49c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d2e88
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000233530
     0.02%  progetto        [kernel.kallsyms]               [k] path_openat
     0.02%  progetto        [kernel.kallsyms]               [k] path_get
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130685
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b40
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fb5
     0.02%  progetto        [kernel.kallsyms]               [k] amdgpu_bo_release_notify
     0.02%  progetto        [kernel.kallsyms]               [k] plist_add
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdea0
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000421c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000162670
     0.02%  progetto        [kernel.kallsyms]               [k] aa_lookup_condperms
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] gup_pgd_range
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c17e
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000bcc0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b13f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066c169
     0.02%  progetto        [kernel.kallsyms]               [k] remove_entity_load_avg
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000913374
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_prim
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015fc44
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511a8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000151d80
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2715
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d48b8
     0.02%  progetto        [kernel.kallsyms]               [k] ksys_read
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154ed4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015e81b
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044682
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043d2
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154a7d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000028dc9f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012c14b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c0f
     0.02%  progetto        libOpenGL.so.0.0.0              [.] glViewport
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022c6f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b51
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] __futex_wait
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000403d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000c46b0
     0.02%  progetto        [kernel.kallsyms]               [k] nr_iowait
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000177a0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044993
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d13f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5510
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x000000000004454e
     0.02%  progetto        progetto                        [.] sem_post@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036cb90
     0.02%  progetto        [kernel.kallsyms]               [k] sock_poll
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009002b4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090117e
     0.02%  progetto        [kernel.kallsyms]               [k] __update_load_avg_blocked_se
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000151e0e
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000409d
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511dd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036cafd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302be5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d5b4
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8094
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230d94
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f3d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b1235
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cc35
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051229
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060bb7f
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x00000000001194d0
     0.02%  progetto        liballegro.so.5.2.9             [.] glEnable@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015d739
     0.02%  progetto        [kernel.kallsyms]               [k] apparmor_file_permission
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511c0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000006660a0
     0.02%  progetto        [kernel.kallsyms]               [k] proc_reg_release
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f9cf
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002ff4a5
     0.02%  progetto        liballegro.so.5.2.9             [.] _al_bfromcstr
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fbf07
     0.02%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000040920
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000907120
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d890
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000028db70
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3883
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdcc0
     0.02%  progetto        liballegro.so.5.2.9             [.] strlen@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c67c0
     0.02%  progetto        libxcb.so.1.1.0                 [.] xcb_send_request_with_fds64
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000891389
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000060c0
     0.02%  progetto        [kernel.kallsyms]               [k] proc_task_name
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd57db
     0.02%  progetto        [kernel.kallsyms]               [k] __aa_path_perm
     0.02%  progetto        libc.so.6                       [.] strlen@plt
     0.02%  progetto        [kernel.kallsyms]               [k] cpuacct_charge
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b412
     0.02%  progetto        [kernel.kallsyms]               [k] proc_reg_open
     0.02%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000044000
     0.02%  progetto        [kernel.kallsyms]               [k] __pmu_ctx_sched_out
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001626e7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008baca3
     0.02%  progetto        libc.so.6                       [.] malloc@plt
     0.02%  progetto        [kernel.kallsyms]               [k] _raw_spin_unlock
     0.02%  progetto        libc.so.6                       [.] __libc_alloca_cutoff
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b6b0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090ba41
     0.02%  progetto        radeonsi_dri.so                 [.] pthread_mutex_unlock@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfb14
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3ea3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090a79d
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_get_threshold_for_moves
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c70d8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001550f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154c90
     0.02%  progetto        libc.so.6                       [.] _IO_un_link
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230100
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e814f
     0.02%  progetto        libfreetype.so.6.18.1           [.] FT_MulFix
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154d8b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092ac41
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000376d23
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022d2fe
     0.02%  progetto        libOpenGL.so.0.0.0              [.] glClear
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092dee9
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092e458
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004034
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000663aa0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c66f5
     0.02%  progetto        [kernel.kallsyms]               [k] insert_pfn
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000057bd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090d36a
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6d4c
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051182
     0.02%  progetto        libOpenGL.so.0.0.0              [.] glGetIntegerv
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000018f7f4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230f14
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005311
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015582e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092a644
     0.02%  progetto        [kernel.kallsyms]               [k] __check_heap_object
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb01b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015534c
     0.02%  progetto        radeonsi_dri.so                 [.] pthread_mutex_lock@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd4e50
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000016fa20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000ca7207
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009131d5
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] cgroup_rstat_updated
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092ebf3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3b9
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c05a4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030d9d0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000377504
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001715b8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130add
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009089c8
     0.02%  progetto        [kernel.kallsyms]               [k] __cond_resched
     0.02%  progetto        libc.so.6                       [.] __strchr_avx2
     0.02%  progetto        progetto                        [.] al_flip_display@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000131064
     0.02%  progetto        [kernel.kallsyms]               [k] filp_flush
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066e130
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000447c7
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000042f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066f828
     0.02%  progetto        [kernel.kallsyms]               [k] __wake_up_sync_key
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000cab950
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000057984
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015f310
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] slab_update_freelist.constprop.0.isra.0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b8ce3
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f1e
     0.02%  progetto        [kernel.kallsyms]               [k] _copy_from_iter
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130920
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005121c
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6860
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c75c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000669c54
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d26b0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5002
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090e73b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008913f0
     0.02%  progetto        libc.so.6                       [.] __memset_chk_avx2_unaligned_erms
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001626ab
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fc6
     0.02%  progetto        [kernel.kallsyms]               [k] strscpy_pad
     0.02%  progetto        [kernel.kallsyms]               [k] clockevents_program_event
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000cedd4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000037155f
     0.02%  progetto        [kernel.kallsyms]               [k] select_idle_sibling
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000052fc0
     0.02%  progetto        [kernel.kallsyms]               [k] _raw_read_lock_irqsave
     0.02%  progetto        [kernel.kallsyms]               [k] mutex_unlock
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfd40
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000333ff
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cc4f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668c7e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092df9e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036a7c0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfb3d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd1d8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc7745
     0.02%  progetto        [kernel.kallsyms]               [k] futex_unqueue
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000052234
     0.02%  progetto        libc.so.6                       [.] __fstat64
     0.02%  progetto        [kernel.kallsyms]               [k] futex_get_value_locked
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c5f54
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000052292
     0.02%  progetto        libc.so.6                       [.] _IO_file_close
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044705
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090bbeb
     0.02%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027214
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012c147
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022df50
     0.02%  progetto        [kernel.kallsyms]               [k] atime_needs_update
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d1b39
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000cab850
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000362e88
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044707
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_separate_bitmap_blender
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041c9
     0.02%  progetto        libGLdispatch.so.0.0.0          [.] 0x00000000000408fe
     0.02%  progetto        libxshmfence.so.1.0.0           [.] xshmfence_reset
     0.02%  progetto        [kernel.kallsyms]               [k] set_root
     0.02%  progetto        [kernel.kallsyms]               [k] put_prev_task_fair
     0.02%  progetto        libc.so.6                       [.] __rawmemchr_avx2
     0.02%  progetto        [kernel.kallsyms]               [k] schedule_debug.constprop.0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030cfbe
     0.02%  progetto        [kernel.kallsyms]               [k] our_mnt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001542f8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd492
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e837f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2040
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000160bc0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302be0
     0.02%  progetto        [kernel.kallsyms]               [k] check_pointer
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7f5d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b448
     0.02%  progetto        [kernel.kallsyms]               [k] get_pid_task
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015da27
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fd120
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000913184
     0.02%  progetto        [kernel.kallsyms]               [k] rcu_sched_clock_irq
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000037130
     0.02%  progetto        libc.so.6                       [.] _IO_file_stat
     0.02%  progetto        [kernel.kallsyms]               [k] getboottime64
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005c7d
     0.02%  progetto        liballegro.so.5.2.9             [.] glGetIntegerv@plt
     0.02%  progetto        [kernel.kallsyms]               [k] apparmor_socket_recvmsg
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_blend_color
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001805b0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ff591
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e81c4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000912560
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x000000000004451d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000665a20
     0.02%  progetto        [kernel.kallsyms]               [k] generic_permission
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d134
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] pud_huge
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000c4801
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b3e4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009078d3
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] ___slab_alloc
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_lock_obj
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_can_queue
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_fence_alloc
     0.02%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092cc13
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000669ff4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e36
     0.02%  progetto        [kernel.kallsyms]               [k] is_valid_gup_args
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ab106
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030fce3
     0.02%  progetto        [kernel.kallsyms]               [k] ktime_get_mono_fast_ns
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_get_target_bitmap@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668198
     0.02%  progetto        libc.so.6                       [.] __GI___libc_cleanup_pop_restore
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ffd19
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002336cf
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000231ee0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000018f7f6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001714e8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066a202
     0.02%  progetto        [kernel.kallsyms]               [k] __msecs_to_jiffies
