# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:P'
# Event count (approx.): 2617849324
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                                                                                                 
# ........  ..............  ..............................  .......................................................................................................................................................................................................................................................................
#
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] pthread_mutex_unlock@plt
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092c2d7
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000060a9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdb30
     0.03%  progetto        [kernel.kallsyms]               [k] pick_link
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066c169
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000663960
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c72b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000171440
     0.02%  progetto        [kernel.kallsyms]               [k] sysvec_apic_timer_interrupt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000666de2
     0.02%  progetto        [kernel.kallsyms]               [k] add_wait_queue
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008accf8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008be310
     0.02%  progetto        progetto                        [.] time@plt
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004242
     0.02%  progetto        radeonsi_dri.so                 [.] __popcountdi2@plt
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000001b43a
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_filled_triangle
     0.02%  progetto        [kernel.kallsyms]               [k] update_curr_se
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000040c0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003042b4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022ddbf
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_blend_color
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015eee0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302d00
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8174
     0.02%  progetto        libc.so.6                       [.] __memset_chk_avx2_unaligned_erms
     0.02%  progetto        [kernel.kallsyms]               [k] hrtimer_nanosleep
     0.02%  progetto        libc.so.6                       [.] _IO_link_in
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015d739
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b2f3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001553c2
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012c13a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012c0c2
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000bb20
     0.02%  progetto        [kernel.kallsyms]               [k] __alloc_skb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030fc78
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000667c14
     0.02%  progetto        radeonsi_dri.so                 [.] __memset_chk@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012fbd8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022ddfe
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b950
     0.02%  progetto        [kernel.kallsyms]               [k] rcu_sched_clock_irq
     0.02%  progetto        libc.so.6                       [.] _IO_switch_to_get_mode
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d36d0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fd9e6
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a31
     0.02%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000141c0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090a439
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090ba95
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba207
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000130b78
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002336f0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000449bc
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c3f0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003c020c
     0.02%  progetto        [kernel.kallsyms]               [k] seq_escape_mem
     0.02%  progetto        [kernel.kallsyms]               [k] __fdget_raw
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] glBindTexture@plt
     0.02%  progetto        [kernel.kallsyms]               [k] atime_needs_update
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000123d5a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b4b
     0.02%  progetto        [kernel.kallsyms]               [k] __hrtimer_run_queues
     0.02%  progetto        [vdso]                          [.] 0x0000000000000b00
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009068e4
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_prim
     0.02%  progetto        libxcb.so.1.1.0                 [.] xcb_flush
     0.02%  progetto        liballegro.so.5.2.9             [.] al_map_rgb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012e204
     0.02%  progetto        libxcb.so.1.1.0                 [.] xcb_send_request_with_fds64
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c324
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f620
     0.02%  progetto        liballegro.so.5.2.9             [.] glLoadMatrixf@plt
     0.02%  progetto        [kernel.kallsyms]               [k] unix_scm_to_skb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d8f0
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043c1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c7020
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000446ff
     0.02%  progetto        [kernel.kallsyms]               [k] ctx_sched_out
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6efc
     0.02%  progetto        liballegro.so.5.2.9             [.] sincosf@plt
     0.02%  progetto        [kernel.kallsyms]               [k] unix_stream_recvmsg
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090f580
     0.02%  progetto        [kernel.kallsyms]               [k] arch_irq_stat_cpu
     0.02%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027210
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfd30
     0.02%  progetto        [kernel.kallsyms]               [k] kvmalloc_node
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac1c0
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f40
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000913184
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512a2
     0.02%  progetto        libc.so.6                       [.] __mpn_extract_double
     0.02%  progetto        [kernel.kallsyms]               [k] copy_msghdr_from_user
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c2ca
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f63
     0.02%  progetto        [kernel.kallsyms]               [k] may_open
     0.02%  progetto        libc.so.6                       [.] _IO_file_read
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154dc8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e45
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003f6c50
     0.02%  progetto        [kernel.kallsyms]               [k] prepend_copy
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001309e2
     0.02%  progetto        [kernel.kallsyms]               [k] consume_skb
     0.02%  progetto        progetto                        [.] std::vector<Shape, std::allocator<Shape> >::end()
     0.02%  progetto        [kernel.kallsyms]               [k] cp_new_stat
     0.02%  progetto        [kernel.kallsyms]               [k] pid_delete_dentry
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe55b
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000505c2
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000057c2
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000908723
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001525f6
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000155488
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdfd5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c07e4
     0.02%  progetto        [kernel.kallsyms]               [k] _raw_read_unlock_irqrestore
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012fb00
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008913e9
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005e3e
     0.02%  progetto        [kernel.kallsyms]               [k] put_prev_task_fair
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c35e
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004231
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b48
     0.02%  progetto        [kernel.kallsyms]               [k] __check_heap_object
     0.02%  progetto        [kernel.kallsyms]               [k] account_process_tick
     0.02%  progetto        [kernel.kallsyms]               [k] get_task_cred
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000c3462
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5b0d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066f784
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_filled_circle
     0.02%  progetto        libglapi.so.0.0.0               [.] pthread_once@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154ebb
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000168203
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044454
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090b7b1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc300
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f624
     0.02%  progetto        libxcb.so.1.1.0                 [.] xcb_poll_for_special_event
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001715b8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000caba6e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000172e90
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092c612
     0.02%  progetto        [kernel.kallsyms]               [k] getboottime64
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000001b449
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003d01
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001553ed
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051179
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015ee60
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000231d20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe344
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000297b
     0.02%  progetto        [kernel.kallsyms]               [k] aa_path_name
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000030feb7
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092e170
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000b9cd0
     0.02%  progetto        [kernel.kallsyms]               [k] init_file
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_get_target_bitmap@plt
     0.02%  progetto        libc.so.6                       [.] _IO_file_close_it@@GLIBC_2.2.5
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000cb0a
     0.02%  progetto        [kernel.kallsyms]               [k] __switch_to_asm
     0.02%  progetto        [kernel.kallsyms]               [k] update_blocked_averages
     0.02%  progetto        [vdso]                          [.] __vdso_time
     0.02%  progetto        [kernel.kallsyms]               [k] xas_start
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000036cb39
     0.02%  progetto        [kernel.kallsyms]               [k] __mutex_init
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066b118
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3ed
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000155796
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003ddc
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009092c4
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f20
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000449d3
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7f4b
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005120f
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000043df5
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044585
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000cb303a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000160dde
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6ee2
     0.02%  progetto        [kernel.kallsyms]               [k] __x86_indirect_thunk_rax
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000009c145
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066a04f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000376d0b
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005117e
     0.02%  progetto        [kernel.kallsyms]               [k] getname
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511c2
     0.02%  progetto        [kernel.kallsyms]               [k] common_nsleep
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd48a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f5194
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x000000000000c778
     0.02%  progetto        libc.so.6                       [.] _IO_getline
     0.02%  progetto        [kernel.kallsyms]               [k] __legitimize_mnt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090eda0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3d24
     0.02%  progetto        [kernel.kallsyms]               [k] update_min_vruntime
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015ee29
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000530d8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000155457
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d48b8
     0.02%  progetto        [kernel.kallsyms]               [k] module_put
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000eb84
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000028d900
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000160bce
     0.02%  progetto        [kernel.kallsyms]               [k] perf_ctx_enable
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6500
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015dfb0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000009024fd
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000514bd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000123d30
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd445
     0.02%  progetto        progetto                        [.] get_cpu_usage()
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060bb33
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b894
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000913439
     0.02%  progetto        libGLX.so.0.0.0                 [.] getpid@plt
     0.02%  progetto        [kernel.kallsyms]               [k] single_open_size
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041c4
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fc4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cc7a
     0.02%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f824
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012b2fd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000663ad1
     0.02%  progetto        libLLVM-15.so.1                 [.] llvm::allocate_buffer(unsigned long, unsigned long)
     0.02%  progetto        [kernel.kallsyms]               [k] aa_dfa_match
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfa8d
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003dbc
     0.02%  progetto:cs0    [kernel.kallsyms]               [k] get_user_pages_fast
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ff06a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008ffe56
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008be314
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015ee55
     0.02%  progetto        liballegro.so.5.2.9             [.] _al_bfromcstr
     0.02%  progetto        [kernel.kallsyms]               [k] pfn_modify_allowed
     0.02%  progetto        [kernel.kallsyms]               [k] scheduler_tick
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000cab921
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000655c06
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012c0a4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f5894
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d8b3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc7742
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000666e38
     0.02%  progetto        [kernel.kallsyms]               [k] gup_pte_range
     0.02%  progetto        [kernel.kallsyms]               [k] __futex_wait
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5821
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cd10
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000303385
     0.02%  progetto        progetto                        [.] __isoc99_sscanf@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001196b0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000908f49
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512dc
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001196c0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8310
     0.02%  progetto        liballegro.so.5.2.9             [.] al_identity_transform
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000053df
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bad34
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004027
     0.02%  progetto        [kernel.kallsyms]               [k] nr_running
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d14f
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012ccb5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001924ed
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b4ec4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000022c6f4
     0.02%  progetto        libc.so.6                       [.] __GI___pthread_self
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000092d15c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdd50
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000302be0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000160e60
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044679
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000018f9c8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000907b20
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd18d
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230b56
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668d40
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008913f0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000445b8
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003c018c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008acd7f
     0.02%  progetto        [kernel.kallsyms]               [k] schedule_debug.constprop.0
     0.02%  progetto        [kernel.kallsyms]               [k] mod_memcg_lruvec_state
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015e82a
     0.02%  progetto        libglapi.so.0.0.0               [.] _glapi_get_dispatch
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b70
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000230d10
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008d0670
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000234400
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003ff9
     0.02%  progetto        [kernel.kallsyms]               [k] __check_object_size
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000446fd
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002347cb
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c2f0
     0.02%  progetto        libc.so.6                       [.] _IO_file_close
     0.02%  progetto        liballegro.so.5.2.9             [.] al_is_bitmap_locked
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000171274
     0.02%  progetto        [kernel.kallsyms]               [k] locks_remove_file
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd49c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdd02
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd6830
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000123d36
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000154cc9
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000902a24
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3c44
     0.02%  progetto        [kernel.kallsyms]               [k] mntput
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000cab919
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f6b24
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fc444
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_filled_ellipse
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000017e380
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008b122a
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005af62
     0.02%  progetto        liballegro.so.5.2.9             [.] glClear@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012cbec
     0.02%  progetto        libc.so.6                       [.] __strchr_avx2
     0.02%  progetto        [kernel.kallsyms]               [k] security_file_free
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002342e0
     0.02%  progetto        [kernel.kallsyms]               [k] apparmor_file_open
     0.02%  progetto        [kernel.kallsyms]               [k] strscpy_pad
     0.02%  progetto        [kernel.kallsyms]               [k] locks_remove_posix
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002342fe
     0.02%  progetto        [kernel.kallsyms]               [k] futex_wait_setup
     0.02%  progetto        [kernel.kallsyms]               [k] sock_poll
     0.02%  progetto        [kernel.kallsyms]               [k] rcu_core
     0.02%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000cd2e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000023428f
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005e20
     0.02%  progetto        [kernel.kallsyms]               [k] __refill_stock
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000057944
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000016fa2a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3e88
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090bb1a
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d1c10
     0.02%  progetto        liballegro.so.5.2.9             [.] al_get_separate_bitmap_blender
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060a62e
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066a16e
     0.02%  progetto        [kernel.kallsyms]               [k] nr_context_switches
     0.02%  progetto        [kernel.kallsyms]               [k] sock_def_readable
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000911fc0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3620
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000664597
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe233
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fc0
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000c01c0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe607
     0.02%  progetto        libc.so.6                       [.] fclose@@GLIBC_2.2.5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000b6a50
     0.02%  progetto        [kernel.kallsyms]               [k] trigger_load_balance
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090e934
     0.02%  progetto        [kernel.kallsyms]               [k] link_path_walk.part.0.constprop.0
     0.02%  progetto        [kernel.kallsyms]               [k] __fput
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d1b08
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003cde43
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008f5890
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd4e50
     0.02%  progetto        libc.so.6                       [.] __rawmemchr@plt
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000012dfe0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd54b8
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e3010
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003d90
     0.02%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029e0
     0.02%  progetto        [kernel.kallsyms]               [k] walk_component
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8088
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000005343b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000060b6b0
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c02e3
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfd5c
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000665192
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000015dfc9
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000000bccb4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0934
     0.02%  progetto        liballegro.so.5.2.9             [.] 0x00000000000448e4
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000039f104
     0.02%  progetto        liballegro_primitives.so.5.2.9  [.] 0x000000000000c810
     0.02%  progetto        radeonsi_dri.so                 [.] 0x0000000000668da1
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000090eb30
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000002309d5
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000001305c8
     0.02%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005129c
     0.02%  progetto        [kernel.kallsyms]               [k] _raw_spin_unlock
     0.02%  progetto        [kernel.kallsyms]               [k] put_prev_entity
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe7d8
     0.02%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000037110
     0.02%  progetto        radeonsi_dri.so                 [.] 0x00000000003d1a8b
     0.02%  progetto        radeonsi_dri.so                 [.] 0x000000000066a1f2
